lipid	pheno	pval	beta	std	fdr_pval
AC(17:0) (b)	ADA2010_Cat	0.0010284168037106	-0.024733877306555	0.0075245936634669	0.029433998175165444
AC(18:0)	ADA2010_Cat	1.1602499009439893e-05	-0.0243531529054494	0.0055409602972479	0.0023462321079879864
AC(18:1)	ADA2010_Cat	0.0045975082672209	-0.0133364799942304	0.0047010806832196	0.07261915870287523
AC(18:2)	ADA2010_Cat	0.0986226014664148	-0.0088964584555964	0.0053843716115287	0.3789664778570569
AC(18:3)	ADA2010_Cat	0.2855586714758407	-0.0064459316499047	0.0060345136705347	0.5985194376892621
AC(20:3) (a)	ADA2010_Cat	0.0433684453873693	0.0191507183861201	0.0094743563724726	0.26650759432778487
AC(20:3) (b)	ADA2010_Cat	0.0568654443918855	0.0267410318624824	0.0140346784465421	0.2835823817041816
AC(20:4)	ADA2010_Cat	0.4915590071122606	0.006606096286955	0.0096026170585393	0.766924199171672
AC(20:5)	ADA2010_Cat	0.649171133659987	-0.0060037887849212	0.0131958098162239	0.8685630916418566
AC(22:5)	ADA2010_Cat	0.8600373041358469	-0.0041747248539283	0.0236732836419419	0.9649961700535314
AC(22:6)	ADA2010_Cat	0.0380819294619608	-0.0302950868912173	0.0145984036658867	0.24730423446192026
AC(24:0)	ADA2010_Cat	0.835431151649979	-0.0018846057427244	0.0090708132443438	0.9524833185020366
AC(24:1) (a)	ADA2010_Cat	0.0538416468960011	-0.0174109832385216	0.0090252022704931	0.2817051959869464
AC(24:1) (b)	ADA2010_Cat	0.9956126822210036	-6.325375586216202e-05	0.011502051712759	0.998017543772262
AC(26:0)	ADA2010_Cat	0.4011861330523097	-0.0081225205518591	0.0096734812680774	0.7171643602132806
AC(26:1)	ADA2010_Cat	0.0458477410442513	-0.01961252334306	0.0098163994777809	0.2726351641136547
AC(14:0)-OH	ADA2010_Cat	0.0001734889012373	0.0333707028647755	0.0088721301568706	0.011076599078996845
AC(14:1)-OH	ADA2010_Cat	0.7952056858729313	0.0021662921846938	0.0083450998082857	0.9309177986946867
AC(16:0)-OH	ADA2010_Cat	0.0774292282755275	0.0176887751496272	0.0100126937616903	0.3355424032218884
AC(16:1)-OH	ADA2010_Cat	0.3322545192327878	0.0074019418799081	0.0076324541327406	0.6581652767618469
AC(18:0)-OH	ADA2010_Cat	0.0004160567775222	0.0380425696522083	0.0107612730113306	0.0172663562671713
AC(18:1)-OH	ADA2010_Cat	0.0037580210484602	-0.0300956952180932	0.0103745542783419	0.06487535670042613
AC(20:3)-OH	ADA2010_Cat	0.1113045911255181	-0.0194357074862174	0.0122006779770982	0.40267959034729683
AC(22:5)-OH	ADA2010_Cat	0.0391374265995038	-0.0363262790310332	0.0176000924921914	0.24777598369523138
CA	ADA2010_Cat	0.3946994106340913	0.0472295171836701	0.0554796661959226	0.7171643602132806
dxCA	ADA2010_Cat	0.0573225576146085	0.0699255433823381	0.0367671402176373	0.2835823817041816
DG(14:0_16:0)	ADA2010_Cat	0.2992991688592655	-0.0090249611407798	0.008693020963288	0.6133785435881244
DG(14:0_18:2)	ADA2010_Cat	0.4409583286066059	-0.004367179009359	0.005666386619113	0.7408814023147426
DG(16:0_16:0)	ADA2010_Cat	0.5752850724383116	0.0039300584301391	0.0070133355320765	0.8167544862831634
DG(16:0_16:1)	ADA2010_Cat	0.059680502953155	-0.0109402833434849	0.0058065485538473	0.2879931247158061
DG(16:0_18:1)	ADA2010_Cat	0.0298316094180245	-0.0077744434154831	0.0035765221450612	0.2335871303486824
DG(16:0_18:2)	ADA2010_Cat	0.0166798293002946	-0.008611074578417	0.0035946306140041	0.16679829300294596
DG(16:0_20:4)	ADA2010_Cat	0.002150745593173	-0.0157950691474318	0.0051411996185155	0.04824645519820514
DG(16:0_22:5)	ADA2010_Cat	0.1994760109028338	-0.009678797931987	0.0075413221149421	0.5190128183365268
DG(16:0_22:6)	ADA2010_Cat	0.4230059391017062	-0.0059726397324072	0.0074530550939859	0.7369721318564743
DG(16:1_18:1)	ADA2010_Cat	0.0026398666570182	-0.009583029574864	0.0031834185332125	0.05375403641785622
DG(17:0_18:1)	ADA2010_Cat	0.2396648682103087	-0.0088969829059456	0.0075645220265071	0.5660945846007045
DG(17:1_18:1)	ADA2010_Cat	0.028340353246694	-0.0171153235987757	0.007800957257572	0.22617781918034632
DG(18:0_18:1)	ADA2010_Cat	0.9207959785385318	0.0003855705437505	0.0038773165791192	0.9804571532461505
DG(18:0_18:2)	ADA2010_Cat	0.0465009042502663	-0.0089951523860649	0.0045157493076672	0.2726351641136547
DG(18:0_20:4)	ADA2010_Cat	0.798967880546373	0.0030822798754061	0.0121009357482809	0.932691056052728
DG(18:1_18:1)	ADA2010_Cat	0.883594118159134	-0.0004743779422209	0.0032395844959384	0.9700758416244475
DG(18:1_18:2)	ADA2010_Cat	0.7275079438610705	-0.0009704688358761	0.0027848046536596	0.8971664439050532
DG(18:1_18:3)	ADA2010_Cat	0.7653497204724986	0.001042887693993	0.0034937566513364	0.911879145173417
DG(18:1_20:3)	ADA2010_Cat	0.8631412504527275	0.0012645360618259	0.0073350140931141	0.9649961700535314
DG(18:1_20:4)	ADA2010_Cat	0.0006419869204807	-0.0151068948346591	0.0044195703999303	0.020671590421773113
DG(18:1_20:5)	ADA2010_Cat	0.2776451384477345	0.0079922916072734	0.0073600913165113	0.5928937791810903
DG(18:1_22:5)	ADA2010_Cat	0.1949518667600098	-0.0074922470368754	0.0057789733069647	0.5153186286968412
DG(18:1_22:6)	ADA2010_Cat	0.0435363773666765	-0.010186726877137	0.005043678056146	0.26650759432778487
DG(18:2_18:2)	ADA2010_Cat	0.0473793055042934	0.0076224839209743	0.003841948181064	0.2726351641136547
DG(18:2_20:4)	ADA2010_Cat	0.2797976970756188	-0.005699379071733	0.0052721134560034	0.5928937791810903
DG(18:2_22:6)	ADA2010_Cat	0.4397725287314306	0.0053696441944452	0.0069490272199524	0.7403878272760392
DG(O-18:0/20:0) [NL-O-18:0]	ADA2010_Cat	0.3981181351861315	-0.0110051767996119	0.0130215204632996	0.7171643602132806
DG(O-18:1/18:1) [NL-O-18:1]	ADA2010_Cat	0.1115859105781666	-0.0349412715684928	0.0219514885100146	0.40267959034729683
DG(O-18:1/20:0) [NL-O-18:1]	ADA2010_Cat	0.7152718081145886	-0.0050818297938885	0.0139292131718151	0.8937794404379129
TG(48:0) [SIM]	ADA2010_Cat	0.0258883715505105	0.0112160180045949	0.0050309443097916	0.21487348386923713
TG(48:1) [SIM]	ADA2010_Cat	0.6589993601779983	-0.0014170817452644	0.0032107486071716	0.8709704919549978
TG(48:2) [SIM]	ADA2010_Cat	0.4691983924299413	0.0022710247928224	0.0031371628910297	0.7598923869942995
TG(48:3) [SIM]	ADA2010_Cat	0.7652995604359905	-0.0017600124692754	0.0058948833852206	0.911879145173417
TG(49:1) [SIM]	ADA2010_Cat	0.0375199964247033	-0.0085939816404089	0.004129079426663	0.24715553200399795
TG(50:0) [SIM]	ADA2010_Cat	0.2910780183710316	-0.0054621442461056	0.0051724083698201	0.6055006397191885
TG(50:1) [SIM]	ADA2010_Cat	0.781793095482286	-0.0008912129098502	0.0032171745278107	0.9222432560405145
TG(50:2) [SIM]	ADA2010_Cat	0.776663163145791	-0.0008573138791523	0.0030218465701481	0.919396081383955
TG(50:3) [SIM]	ADA2010_Cat	0.6173771750586385	-0.0011905200162566	0.0023827433455521	0.8483825418852152
